"Lathrostizus forticauda" "Lathrostizus sternocerus" "Eurytoma nobbei" "Pteromalus dolichurus" "Lathrostizus forticanda" "Pteromalus euurae" "Pteromalus pontaniae" "Eurytoma salicis" "Colastes laevis" "Shawiana lissogaster" "Macroneura vesicularis" "Anaprostocetus acuminatus" "Ichneutes lapponicus" "Scambus vesicarius" "Bracon romani" "Lathrostizus sp.2" "Torymus sp." "Euderus albitarsis" "Shawiana lapponica" "Lathrostizus sp.1" "Olesicampe sp.2" "Lathrostizus flexicauda" "Mesoleius sp." "Saotis sp.1" "Saotis sp.2" "Eridolius pygmaeus" "Adelognathus cubiceps" "Eulenchetron torymoides" "Bracon discoideus" "Bracon fulvus" "Aptesis nigrocincta" "Eulonchetron torymoides" "Pteromalus capreae" "Saotis sp.4" "Cirrospilus vittatus" "Bracon breviusculus" "Campoplex sp." "Shawiana lapponicus" "Adelognathus sp.2" "Chrysocharis elongata" "Diaparsis stramineipes" "Bracon epitriptus" "Entedon heyeri" "Bracon pulcher" "Tetrastichus sp.2" "Tetrastichus sp.3" "Lissonota ?alpinistor" "Eupelmus urozonus" "Aprostocetus ?alveatus" "Bracon lividus" "Bracon picticornis" "Apanteles ?morrisi" "Lathrostizus lugens" "Dicladocerus westwoodi" "Pteromalus sp." "Colastes sp.1" "Theroscopus hemipteron" "Campoplex scaposus" "Pnigalio nemati" "Pediobius saulius" "Tetrastichus sp.5" "Colastes flavitarsis" "Pnigalio pecticornis" "Tetrastichus sp.1" "Colastes ?incertus" "Olesicampe sp.1" "Apanteles sp." "Probles clavicornis" "Lissogaster subcompleta"
"Euura venusta" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Euura hastatae" 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Euura lappo" 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Eurra lanata" 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Eurra boreoalpina" 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Eurra mucronata" 0 0 1 1 1 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Euura myrsinifoliae" 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Euura gemmafoetidae" 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Euura gemmahelveticae" 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Euura eleagnos" 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
